Record_no,district_id,district_name,school_id,school,EMH,EMH_combined,achievement_dir,growth_dir,overall_dir,emh
678.0,880.0,DENVER COUNTY 1,3296.0,GARDEN PLACE ELEMENTARY SCHOOL,E,E,flat,down,down,
679.0,880.0,DENVER COUNTY 1,3378.0,GEORGE WASHINGTON HIGH SCHOOL,H,H,up,flat,flat,
680.0,880.0,DENVER COUNTY 1,3426.0,GILPIN ELEMENTARY SCHOOL,E,E,flat,down,down,
681.0,880.0,DENVER COUNTY 1,3639.0,GIRLS ATHLETIC LEADERSHIP SCHOOL,M,M,flat,down,down,
682.0,880.0,DENVER COUNTY 1,3478.0,GODSMAN ELEMENTARY SCHOOL,E,E,up,up,up,
683.0,880.0,DENVER COUNTY 1,3512.0,GOLDRICK ELEMENTARY SCHOOL,E,E,down,flat,flat,
684.0,880.0,DENVER COUNTY 1,3600.0,GRANT MIDDLE SCHOOL,M,M,down,flat,flat,
685.0,880.0,DENVER COUNTY 1,3605.0,GRANT RANCH K8 SCHOOL,E,EM,flat,flat,flat,
686.0,880.0,DENVER COUNTY 1,3605.0,GRANT RANCH K8 SCHOOL,M,EM,down,down,down,
687.0,880.0,DENVER COUNTY 1,3641.0,GREEN VALLEY ELEMENTARY SCHOOL,E,E,up,up,up,
688.0,880.0,DENVER COUNTY 1,3655.0,GREENLEE ELEMENTARY SCHOOL,E,E,flat,up,up,
689.0,880.0,DENVER COUNTY 1,3647.0,GREENWOOD ECE8,E,EM,flat,up,up,
690.0,880.0,DENVER COUNTY 1,3647.0,GREENWOOD ECE8,M,EM,down,flat,flat,
691.0,880.0,DENVER COUNTY 1,3704.0,GUST ELEMENTARY SCHOOL,E,E,up,up,up,
692.0,880.0,DENVER COUNTY 1,4782.0,HALLETT FUNDAMENTAL ACADEMY,E,E,down,down,down,
693.0,880.0,DENVER COUNTY 1,3746.0,HAMILTON MIDDLE SCHOOL,M,M,flat,flat,flat,
694.0,880.0,DENVER COUNTY 1,3778.0,HARRINGTON ELEMENTARY SCHOOL,E,E,flat,flat,flat,
695.0,880.0,DENVER COUNTY 1,8054.0,HENRY WORLD SCHOOL GRADES 68,M,M,up,up,flat,
696.0,880.0,DENVER COUNTY 1,2757.0,HIGH TECH EARLY COLLEGE,H,H,flat,flat,flat,
697.0,880.0,DENVER COUNTY 1,3987.0,HIGHLINE ACADEMY CHARTER SCHOOL,E,EM,flat,flat,flat,
698.0,880.0,DENVER COUNTY 1,3987.0,HIGHLINE ACADEMY CHARTER SCHOOL,M,EM,up,up,up,
699.0,880.0,DENVER COUNTY 1,3990.0,HILL CAMPUS OF ARTS AND SCIENCES,M,M,flat,flat,flat,
700.0,880.0,DENVER COUNTY 1,4074.0,HOLM ELEMENTARY SCHOOL,E,E,up,flat,flat,
701.0,880.0,DENVER COUNTY 1,4140.0,HOWELL K8 SCHOOL,E,EM,up,flat,up,
702.0,880.0,DENVER COUNTY 1,4140.0,HOWELL K8 SCHOOL,M,EM,down,down,down,
703.0,880.0,DENVER COUNTY 1,4444.0,JOHN F KENNEDY HIGH SCHOOL,H,H,flat,down,flat,
704.0,880.0,DENVER COUNTY 1,4450.0,JOHNSON ELEMENTARY SCHOOL,E,E,down,flat,flat,
705.0,880.0,DENVER COUNTY 1,4494.0,JUSTICE HIGH SCHOOL DENVER,H,H,up,,down,
706.0,880.0,DENVER COUNTY 1,4498.0,KAISER ELEMENTARY SCHOOL,E,E,flat,up,flat,
707.0,880.0,DENVER COUNTY 1,4656.0,KEPNER MIDDLE SCHOOL,M,M,down,down,flat,
708.0,880.0,DENVER COUNTY 1,4730.0,KIPP DENVER COLLEGIATE HIGH SCHOOL,H,H,up,up,up,
709.0,880.0,DENVER COUNTY 1,4507.0,KIPP MONTBELLO COLLEGE PREP,E,E,flat,flat,flat,
710.0,880.0,DENVER COUNTY 1,4732.0,KIPP SUNSHINE PEAK ACADEMY,E,EM,flat,up,flat,
711.0,880.0,DENVER COUNTY 1,4732.0,KIPP SUNSHINE PEAK ACADEMY,M,EM,up,flat,up,
712.0,880.0,DENVER COUNTY 1,4762.0,KNAPP ELEMENTARY SCHOOL,E,E,up,up,flat,
713.0,880.0,DENVER COUNTY 1,4795.0,KUNSMILLER CREATIVE ARTS ACADEMY,E,EM,flat,flat,flat,
714.0,880.0,DENVER COUNTY 1,4795.0,KUNSMILLER CREATIVE ARTS ACADEMY,M,EM,up,up,up,
715.0,880.0,DENVER COUNTY 1,5255.0,LAKE INTERNATIONAL SCHOOL,M,M,flat,flat,flat,
716.0,880.0,DENVER COUNTY 1,5158.0,LINCOLN ELEMENTARY SCHOOL,E,E,flat,flat,flat,
717.0,880.0,DENVER COUNTY 1,5342.0,LOWRY ELEMENTARY SCHOOL,E,E,flat,flat,flat,
718.0,880.0,DENVER COUNTY 1,5448.0,MANUAL HIGH SCHOOL,H,H,down,down,down,
719.0,880.0,DENVER COUNTY 1,5578.0,MARRAMA ELEMENTARY SCHOOL,E,E,up,down,flat,
720.0,880.0,DENVER COUNTY 1,5605.0,MARTIN LUTHER KING JR. EARLY COLLEGE,M,MH,flat,flat,flat,
721.0,880.0,DENVER COUNTY 1,5605.0,MARTIN LUTHER KING JR. EARLY COLLEGE,H,MH,down,flat,flat,
722.0,880.0,DENVER COUNTY 1,5608.0,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,E,E,flat,up,flat,
723.0,880.0,DENVER COUNTY 1,5644.0,MAXWELL ELEMENTARY SCHOOL,E,E,flat,up,up,
724.0,880.0,DENVER COUNTY 1,5702.0,MC KINLEYTHATCHER ELEMENTARY SCHOOL,E,E,flat,up,up,
725.0,880.0,DENVER COUNTY 1,5716.0,MC MEEN ELEMENTARY SCHOOL,E,E,flat,flat,flat,
726.0,880.0,DENVER COUNTY 1,5685.0,MCGLONE ELEMENTARY SCHOOL,E,E,up,up,up,
727.0,880.0,DENVER COUNTY 1,5826.0,MERRILL MIDDLE SCHOOL,M,M,up,flat,flat,
728.0,880.0,DENVER COUNTY 1,5995.0,MONTBELLO HIGH SCHOOL,H,H,down,down,down,
729.0,880.0,DENVER COUNTY 1,6002.0,MONTCLAIR ELEMENTARY SCHOOL,E,E,flat,flat,flat,
730.0,880.0,DENVER COUNTY 1,6088.0,MOORE K8 SCHOOL,E,EM,flat,flat,flat,
731.0,880.0,DENVER COUNTY 1,6088.0,MOORE K8 SCHOOL,M,EM,down,flat,flat,
732.0,880.0,DENVER COUNTY 1,6098.0,MOREY MIDDLE SCHOOL,M,M,up,up,flat,
733.0,880.0,DENVER COUNTY 1,6188.0,MUNROE ELEMENTARY SCHOOL,E,E,up,flat,flat,
734.0,880.0,DENVER COUNTY 1,6254.0,NEWLON ELEMENTARY SCHOOL,E,E,up,up,up,
735.0,880.0,DENVER COUNTY 1,6239.0,NOEL COMMUNITY ARTS SCHOOL,M,M,flat,flat,flat,
736.0,880.0,DENVER COUNTY 1,6784.0,NOEL MIDDLE SCHOOL,M,M,down,flat,flat,
737.0,880.0,DENVER COUNTY 1,6314.0,NORTH HIGH SCHOOL,H,H,up,up,up,
738.0,880.0,DENVER COUNTY 1,6394.0,NORTHEAST ACADEMY CHARTER SCHOOL,E,EM,down,up,up,
739.0,880.0,DENVER COUNTY 1,6394.0,NORTHEAST ACADEMY CHARTER SCHOOL,M,EM,flat,up,up,
740.0,880.0,DENVER COUNTY 1,6479.0,ODYSSEY CHARTER ELEMENTARY SCHOOL,E,EM,up,down,down,
741.0,880.0,DENVER COUNTY 1,6479.0,ODYSSEY CHARTER ELEMENTARY SCHOOL,M,EM,down,flat,down,
742.0,880.0,DENVER COUNTY 1,6508.0,OMAR D BLAIR CHARTER SCHOOL,E,EM,flat,down,down,
743.0,880.0,DENVER COUNTY 1,6508.0,OMAR D BLAIR CHARTER SCHOOL,M,EM,flat,flat,flat,
744.0,880.0,DENVER COUNTY 1,6509.0,ONLINE HIGH SCHOOL,H,H,down,,down,
745.0,880.0,DENVER COUNTY 1,7163.0,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),M,MH,down,up,flat,
746.0,880.0,DENVER COUNTY 1,7163.0,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),H,MH,flat,,up,
747.0,880.0,DENVER COUNTY 1,6676.0,PALMER ELEMENTARY SCHOOL,E,E,flat,up,flat,
748.0,880.0,DENVER COUNTY 1,6754.0,PARK HILL SCHOOL,E,E,up,up,up,
749.0,880.0,DENVER COUNTY 1,6957.0,PIONEER CHARTER SCHOOL,E,EM,flat,up,up,
750.0,880.0,DENVER COUNTY 1,6957.0,PIONEER CHARTER SCHOOL,M,EM,flat,flat,flat,
751.0,880.0,DENVER COUNTY 1,6970.0,PITTWALLER K8 SCHOOL,E,EM,flat,up,up,
752.0,880.0,DENVER COUNTY 1,6970.0,PITTWALLER K8 SCHOOL,M,EM,flat,up,flat,
753.0,880.0,DENVER COUNTY 1,7045.0,PLACE BRIDGE ACADEMY,E,EM,up,up,up,
754.0,880.0,DENVER COUNTY 1,7045.0,PLACE BRIDGE ACADEMY,M,EM,flat,up,flat,
755.0,880.0,DENVER COUNTY 1,2027.0,POLARIS AT EBERT ELEMENTARY SCHOOL,E,E,flat,up,flat,
756.0,880.0,DENVER COUNTY 1,40.0,RIDGE VIEW ACADEMY CHARTER SCHOOL,H,H,down,,down,
757.0,880.0,DENVER COUNTY 1,7554.0,SABIN WORLD SCHOOL,E,E,down,down,down,
758.0,880.0,DENVER COUNTY 1,7578.0,SAMUELS ELEMENTARY SCHOOL,E,E,flat,flat,flat,
759.0,880.0,DENVER COUNTY 1,7698.0,SCHMITT ELEMENTARY SCHOOL,E,E,up,down,flat,
760.0,880.0,DENVER COUNTY 1,7942.0,SKINNER MIDDLE SCHOOL,M,M,up,up,flat,
761.0,880.0,DENVER COUNTY 1,7972.0,SLAVENS K8 SCHOOL,E,EM,flat,flat,flat,
762.0,880.0,DENVER COUNTY 1,7972.0,SLAVENS K8 SCHOOL,M,EM,flat,flat,flat,
763.0,880.0,DENVER COUNTY 1,7992.0,SMILEY MIDDLE SCHOOL,M,M,down,down,flat,
764.0,880.0,DENVER COUNTY 1,8006.0,SMITH ELEMENTARY SCHOOL,E,E,up,up,flat,
765.0,880.0,DENVER COUNTY 1,8053.0,SOAR GREEN VALLEY RANCH,E,E,flat,down,down,
766.0,880.0,DENVER COUNTY 1,8086.0,SOUTH HIGH SCHOOL,H,H,up,flat,flat,
767.0,880.0,DENVER COUNTY 1,8138.0,SOUTHMOOR ELEMENTARY SCHOOL,E,E,flat,up,up,
768.0,880.0,DENVER COUNTY 1,8132.0,SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,H,H,flat,down,flat,
769.0,880.0,DENVER COUNTY 1,8222.0,STECK ELEMENTARY SCHOOL,E,E,flat,flat,flat,
770.0,880.0,DENVER COUNTY 1,8232.0,STEDMAN ELEMENTARY SCHOOL,E,E,flat,flat,up,
771.0,880.0,DENVER COUNTY 1,8242.0,STEELE ELEMENTARY SCHOOL,E,E,flat,flat,flat,
772.0,880.0,DENVER COUNTY 1,8145.0,SUMMIT ACADEMY,H,H,up,,flat,
773.0,880.0,DENVER COUNTY 1,8422.0,SWANSEA ELEMENTARY SCHOOL,E,E,flat,up,up,
774.0,880.0,DENVER COUNTY 1,8776.0,TELLER ELEMENTARY SCHOOL,E,E,flat,up,flat,
775.0,880.0,DENVER COUNTY 1,8822.0,THOMAS JEFFERSON HIGH SCHOOL,H,H,flat,down,flat,
776.0,880.0,DENVER COUNTY 1,8888.0,TRAYLOR ELEMENTARY SCHOOL,E,E,flat,down,down,
777.0,880.0,DENVER COUNTY 1,8909.0,TREVISTA ECE8 AT HORACE MANN,E,EM,flat,flat,flat,
778.0,880.0,DENVER COUNTY 1,8909.0,TREVISTA ECE8 AT HORACE MANN,M,EM,up,up,up,
779.0,880.0,DENVER COUNTY 1,8970.0,UNIVERSITY PARK ELEMENTARY SCHOOL,E,E,flat,flat,flat,
780.0,880.0,DENVER COUNTY 1,408.0,VALDEZ ELEMENTARY SCHOOL,E,E,flat,flat,up,
781.0,880.0,DENVER COUNTY 1,9050.0,VALVERDE ELEMENTARY SCHOOL,E,E,flat,flat,up,
782.0,880.0,DENVER COUNTY 1,2755.0,VENTURE PREP,M,MH,flat,up,flat,
783.0,880.0,DENVER COUNTY 1,2755.0,VENTURE PREP,H,MH,flat,up,up,
784.0,880.0,DENVER COUNTY 1,8995.0,VISTA ACADEMY,M,MH,flat,flat,flat,
785.0,880.0,DENVER COUNTY 1,8995.0,VISTA ACADEMY,H,MH,flat,flat,flat,
786.0,880.0,DENVER COUNTY 1,9336.0,WEST DENVER PREP  HIGHLAND CAMPUS,M,M,flat,flat,flat,
787.0,880.0,DENVER COUNTY 1,9390.0,WEST DENVER PREP  LAKE CAMPUS,M,M,down,flat,flat,
788.0,880.0,DENVER COUNTY 1,8085.0,WEST DENVER PREP:  FEDERAL CAMPUS,M,M,down,down,flat,
789.0,880.0,DENVER COUNTY 1,9389.0,WEST DENVER PREP: HARVEY PARK CAMPUS,M,M,down,down,flat,
790.0,880.0,DENVER COUNTY 1,9408.0,WEST HIGH SCHOOL,H,H,up,flat,flat,
791.0,880.0,DENVER COUNTY 1,9425.0,WESTERLY CREEK ELEMENTARY,E,E,flat,flat,flat,
792.0,880.0,DENVER COUNTY 1,9548.0,WHITTIER K8 SCHOOL,E,EM,up,up,up,
793.0,880.0,DENVER COUNTY 1,9548.0,WHITTIER K8 SCHOOL,M,EM,up,flat,flat,
794.0,880.0,DENVER COUNTY 1,9623.0,WILLIAM (BILL) ROBERTS K8 SCHOOL,E,EM,up,flat,up,
795.0,880.0,DENVER COUNTY 1,9623.0,WILLIAM (BILL) ROBERTS K8 SCHOOL,M,EM,flat,down,flat,
796.0,880.0,DENVER COUNTY 1,9739.0,WYATTEDISON CHARTER ELEMENTARY SCHOOL,E,EM,down,down,down,
797.0,880.0,DENVER COUNTY 1,9739.0,WYATTEDISON CHARTER ELEMENTARY SCHOOL,M,EM,down,down,down,
798.0,890.0,DOLORES COUNTY RE NO.2,2216.0,DOVE CREEK HIGH SCHOOL,M,MH,down,down,down,
799.0,890.0,DOLORES COUNTY RE NO.2,2216.0,DOVE CREEK HIGH SCHOOL,H,MH,down,down,flat,
800.0,890.0,DOLORES COUNTY RE NO.2,50.0,RICO ELEMENTARY SCHOOL,E,E,,,,
801.0,890.0,DOLORES COUNTY RE NO.2,7764.0,SEVENTH STREET ELEMENTARY SCHOOL,E,E,down,flat,down,
802.0,2055.0,DOLORES RE4A,2204.0,DOLORES ELEMENTARY SCHOOL,E,E,flat,down,flat,
803.0,2055.0,DOLORES RE4A,2208.0,DOLORES HIGH SCHOOL,H,H,flat,flat,flat,
804.0,2055.0,DOLORES RE4A,2206.0,DOLORES MIDDLE SCHOOL,M,M,flat,down,down,
805.0,900.0,DOUGLAS COUNTY RE 1,11.0,ACADEMY CHARTER SCHOOL,E,EM,flat,flat,up,
806.0,900.0,DOUGLAS COUNTY RE 1,11.0,ACADEMY CHARTER SCHOOL,M,EM,flat,down,flat,
807.0,900.0,DOUGLAS COUNTY RE 1,12.0,ACRES GREEN ELEMENTARY SCHOOL,E,E,flat,flat,flat,
808.0,900.0,DOUGLAS COUNTY RE 1,215.0,AMERICAN ACADEMY,E,EM,flat,flat,flat,
809.0,900.0,DOUGLAS COUNTY RE 1,215.0,AMERICAN ACADEMY,M,EM,flat,flat,flat,
810.0,900.0,DOUGLAS COUNTY RE 1,354.0,ARROWWOOD ELEMENTARY SCHOOL,E,E,flat,flat,flat,
811.0,900.0,DOUGLAS COUNTY RE 1,651.0,BEAR CANYON ELEMENTARY SCHOOL,E,E,flat,flat,flat,
812.0,900.0,DOUGLAS COUNTY RE 1,135.0,BEN FRANKLIN ACADEMY,E,EM,flat,flat,flat,
813.0,900.0,DOUGLAS COUNTY RE 1,135.0,BEN FRANKLIN ACADEMY,M,EM,flat,flat,flat,
814.0,900.0,DOUGLAS COUNTY RE 1,1131.0,BUFFALO RIDGE ELEMENTARY SCHOOL,E,E,flat,down,flat,
815.0,900.0,DOUGLAS COUNTY RE 1,1362.0,CASTLE ROCK ELEMENTARY SCHOOL,E,E,down,flat,flat,
816.0,900.0,DOUGLAS COUNTY RE 1,2226.0,CASTLE ROCK MIDDLE SCHOOL,M,M,flat,flat,flat,
817.0,900.0,DOUGLAS COUNTY RE 1,1367.0,CASTLE VIEW HIGH SCHOOL,H,H,flat,up,flat,
818.0,900.0,DOUGLAS COUNTY RE 1,1512.0,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,E,EM,flat,flat,flat,
819.0,900.0,DOUGLAS COUNTY RE 1,1512.0,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,M,EM,flat,flat,flat,
820.0,900.0,DOUGLAS COUNTY RE 1,1503.0,CHAPARRAL HIGH SCHOOL,H,H,flat,down,flat,
821.0,900.0,DOUGLAS COUNTY RE 1,2233.0,CHEROKEE TRAIL ELEMENTARY SCHOOL,E,E,down,down,flat,
822.0,900.0,DOUGLAS COUNTY RE 1,1578.0,CHERRY VALLEY ELEMENTARY SCHOOL,E,E,up,flat,flat,
823.0,900.0,DOUGLAS COUNTY RE 1,264.0,CIMARRON MIDDLE,M,M,flat,flat,flat,
824.0,900.0,DOUGLAS COUNTY RE 1,265.0,CLEAR SKY ELEMENTARY,E,E,flat,flat,flat,
825.0,900.0,DOUGLAS COUNTY RE 1,1899.0,COPPER MESA ELEMENTARY SCHOOL,E,E,flat,flat,flat,
826.0,900.0,DOUGLAS COUNTY RE 1,1873.0,CORE KNOWLEDGE CHARTER SCHOOL,E,EM,flat,flat,flat,
827.0,900.0,DOUGLAS COUNTY RE 1,1873.0,CORE KNOWLEDGE CHARTER SCHOOL,M,EM,flat,flat,flat,
828.0,900.0,DOUGLAS COUNTY RE 1,1925.0,COUGAR RUN ELEMENTARY SCHOOL,E,E,flat,down,flat,
829.0,900.0,DOUGLAS COUNTY RE 1,1934.0,COYOTE CREEK ELEMENTARY SCHOOL,E,E,flat,flat,flat,
830.0,900.0,DOUGLAS COUNTY RE 1,2012.0,CRESTHILL MIDDLE SCHOOL,M,M,flat,flat,flat,
831.0,900.0,DOUGLAS COUNTY RE 1,5997.0,D C S MONTESSORI CHARTER SCHOOL,E,E,up,up,flat,
832.0,900.0,DOUGLAS COUNTY RE 1,201.0,DANIEL C OAKES HIGH SCHOOLCASTLE ROCK,H,H,,,up,
833.0,900.0,DOUGLAS COUNTY RE 1,2230.0,DOUGLAS COUNTY HIGH SCHOOL,H,H,flat,flat,flat,
834.0,900.0,DOUGLAS COUNTY RE 1,2338.0,EAGLE ACADEMY,H,H,,,flat,
835.0,900.0,DOUGLAS COUNTY RE 1,2234.0,EAGLE RIDGE ELEMENTARY SCHOOL,E,E,flat,flat,flat,
836.0,900.0,DOUGLAS COUNTY RE 1,5405.0,EDCSD: COLORADO CYBER SCHOOL,E,EMH,,,down,
837.0,900.0,DOUGLAS COUNTY RE 1,5405.0,EDCSD: COLORADO CYBER SCHOOL,M,EMH,up,up,up,
838.0,900.0,DOUGLAS COUNTY RE 1,5405.0,EDCSD: COLORADO CYBER SCHOOL,H,EMH,down,,flat,
839.0,900.0,DOUGLAS COUNTY RE 1,2656.0,ELDORADO ELEMENTARY SCHOOL,E,E,flat,up,flat,
840.0,900.0,DOUGLAS COUNTY RE 1,2965.0,FLAGSTONE ELEMENTARY SCHOOL,E,E,flat,flat,flat,
841.0,900.0,DOUGLAS COUNTY RE 1,3138.0,FOX CREEK ELEMENTARY SCHOOL,E,E,flat,flat,flat,
842.0,900.0,DOUGLAS COUNTY RE 1,3172.0,FRANKTOWN ELEMENTARY SCHOOL,E,E,flat,flat,flat,
843.0,900.0,DOUGLAS COUNTY RE 1,3241.0,FRONTIER VALLEY ELEMENTARY SCHOOL,E,E,flat,up,flat,
844.0,900.0,DOUGLAS COUNTY RE 1,266.0,GOLD RUSH ELEMENTARY,E,E,flat,up,up,
845.0,900.0,DOUGLAS COUNTY RE 1,3928.0,HERITAGE ELEMENTARY SCHOOL,E,E,flat,flat,flat,
846.0,900.0,DOUGLAS COUNTY RE 1,3980.0,HIGHLANDS RANCH HIGH SCHOOL,H,H,flat,flat,flat,
847.0,900.0,DOUGLAS COUNTY RE 1,3995.0,HOPE ONLINE,E,EMH,flat,up,up,
848.0,900.0,DOUGLAS COUNTY RE 1,3995.0,HOPE ONLINE,M,EMH,flat,flat,flat,
849.0,900.0,DOUGLAS COUNTY RE 1,3995.0,HOPE ONLINE,H,EMH,up,flat,up,
850.0,900.0,DOUGLAS COUNTY RE 1,4292.0,IRON HORSE ELEMENTARY SCHOOL,E,E,flat,down,flat,
851.0,900.0,DOUGLAS COUNTY RE 1,4980.0,LARKSPUR ELEMENTARY SCHOOL,E,E,flat,down,down,
852.0,900.0,DOUGLAS COUNTY RE 1,5045.0,LEGACY POINT ELEMENTARY SCHOOL,E,E,flat,up,flat,
853.0,900.0,DOUGLAS COUNTY RE 1,4271.0,LEGEND HIGH SCHOOL,H,H,flat,flat,flat,
854.0,900.0,DOUGLAS COUNTY RE 1,5843.0,LONE TREE ELEMENTARY,E,E,up,up,up,
855.0,900.0,DOUGLAS COUNTY RE 1,2952.0,MAMMOTH HEIGHTS ELEMENTARY,E,E,flat,flat,flat,
856.0,900.0,DOUGLAS COUNTY RE 1,5745.0,MEADOW VIEW ELEMENTARY SCHOOL,E,E,flat,flat,flat,
857.0,900.0,DOUGLAS COUNTY RE 1,267.0,MESA MIDDLE SCHOOL,M,M,flat,down,flat,
858.0,900.0,DOUGLAS COUNTY RE 1,6164.0,MOUNTAIN RIDGE MIDDLE SCHOOL,M,M,flat,up,flat,
859.0,900.0,DOUGLAS COUNTY RE 1,6152.0,MOUNTAIN VIEW ELEMENTARY SCHOOL,E,E,,,down,
860.0,900.0,DOUGLAS COUNTY RE 1,6165.0,MOUNTAIN VISTA HIGH SCHOOL,H,H,flat,flat,flat,
861.0,900.0,DOUGLAS COUNTY RE 1,1579.0,NORTH STAR ACADEMY,E,EM,flat,flat,flat,
862.0,900.0,DOUGLAS COUNTY RE 1,1579.0,NORTH STAR ACADEMY,M,EM,flat,flat,flat,
863.0,900.0,DOUGLAS COUNTY RE 1,6396.0,NORTHEAST ELEMENTARY SCHOOL,E,E,flat,flat,flat,
864.0,900.0,DOUGLAS COUNTY RE 1,6406.0,NORTHRIDGE ELEMENTARY SCHOOL,E,E,flat,flat,flat,
865.0,900.0,DOUGLAS COUNTY RE 1,6938.0,PINE GROVE ELEMENTARY SCHOOL,E,E,flat,flat,flat,
866.0,900.0,DOUGLAS COUNTY RE 1,6940.0,PINE LANE ELEMENTARY,E,E,flat,flat,flat,
867.0,900.0,DOUGLAS COUNTY RE 1,6961.0,PIONEER ELEMENTARY SCHOOL,E,E,flat,flat,flat,
868.0,900.0,DOUGLAS COUNTY RE 1,7047.0,PLATTE RIVER CHARTER ACADEMY,E,EM,flat,flat,flat,
869.0,900.0,DOUGLAS COUNTY RE 1,7047.0,PLATTE RIVER CHARTER ACADEMY,M,EM,flat,flat,flat,
870.0,900.0,DOUGLAS COUNTY RE 1,7118.0,PONDEROSA HIGH SCHOOL,H,H,flat,up,flat,
871.0,900.0,DOUGLAS COUNTY RE 1,7134.0,PRAIRIE CROSSING ELEMENTARY SCHOOL,E,E,flat,flat,flat,
872.0,900.0,DOUGLAS COUNTY RE 1,7245.0,RANCH VIEW MIDDLE SCHOOL,M,M,flat,flat,up,
873.0,900.0,DOUGLAS COUNTY RE 1,7297.0,REDSTONE ELEMENTARY SCHOOL,E,E,flat,flat,flat,
874.0,900.0,DOUGLAS COUNTY RE 1,7319.0,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,E,E,flat,flat,flat,
875.0,900.0,DOUGLAS COUNTY RE 1,7435.0,ROCK CANYON HIGH SCHOOL,H,H,flat,flat,flat,
876.0,900.0,DOUGLAS COUNTY RE 1,2232.0,ROCK RIDGE ELEMENTARY SCHOOL,E,E,flat,up,flat,
877.0,900.0,DOUGLAS COUNTY RE 1,7448.0,ROCKY HEIGHTS MIDDLE SCHOOL,M,M,flat,flat,flat,
878.0,900.0,DOUGLAS COUNTY RE 1,2954.0,ROXBOROUGH INTERMEDIATE,E,E,flat,up,flat,
879.0,900.0,DOUGLAS COUNTY RE 1,7562.0,SADDLE RANCH ELEMENTARY SCHOOL,E,E,flat,flat,flat,
880.0,900.0,DOUGLAS COUNTY RE 1,5607.0,SAGE CANYON ELEMENTARY,E,E,flat,flat,flat,
881.0,900.0,DOUGLAS COUNTY RE 1,6772.0,SAGEWOOD MIDDLE SCHOOL,M,M,flat,flat,flat,
882.0,900.0,DOUGLAS COUNTY RE 1,7610.0,SAND CREEK ELEMENTARY SCHOOL,E,E,flat,flat,down,
883.0,900.0,DOUGLAS COUNTY RE 1,7718.0,SEDALIA ELEMENTARY SCHOOL,E,E,down,up,up,
884.0,900.0,DOUGLAS COUNTY RE 1,6773.0,SIERRA MIDDLE SCHOOL,M,M,flat,up,flat,
885.0,900.0,DOUGLAS COUNTY RE 1,6365.0,SKYVIEW ACADEMY,E,EM,flat,flat,flat,
886.0,900.0,DOUGLAS COUNTY RE 1,6365.0,SKYVIEW ACADEMY,M,EM,flat,flat,flat,
887.0,900.0,DOUGLAS COUNTY RE 1,8106.0,SOARING HAWK ELEMENTARY SCHOOL,E,E,flat,flat,flat,
888.0,900.0,DOUGLAS COUNTY RE 1,8126.0,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,E,E,flat,flat,flat,
889.0,900.0,DOUGLAS COUNTY RE 1,5259.0,STEM MIDDLE & HIGH SCHOOL,M,MH,flat,flat,flat,
890.0,900.0,DOUGLAS COUNTY RE 1,5259.0,STEM MIDDLE & HIGH SCHOOL,H,MH,flat,flat,flat,
891.0,900.0,DOUGLAS COUNTY RE 1,2953.0,STONE MOUNTAIN ELEMENTARY,E,E,flat,flat,flat,
892.0,900.0,DOUGLAS COUNTY RE 1,8382.0,SUMMIT VIEW ELEMENTARY SCHOOL,E,E,flat,flat,flat,
893.0,900.0,DOUGLAS COUNTY RE 1,8847.0,THUNDERRIDGE HIGH SCHOOL,H,H,flat,flat,flat,
894.0,900.0,DOUGLAS COUNTY RE 1,8853.0,TIMBER TRAIL ELEMENTARY SCHOOL,E,E,flat,down,flat,
895.0,900.0,DOUGLAS COUNTY RE 1,8897.0,TRAILBLAZER ELEMENTARY SCHOOL,E,E,flat,flat,flat,
896.0,900.0,DOUGLAS COUNTY RE 1,9592.0,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,E,E,flat,up,flat,
897.0,1520.0,DURANGO 9R,225.0,ANIMAS VALLEY ELEMENTARY SCHOOL,E,E,flat,down,flat,
898.0,1520.0,DURANGO 9R,2318.0,DURANGO HIGH SCHOOL,H,H,flat,flat,flat,
899.0,1520.0,DURANGO 9R,7994.0,ESCALANTE MIDDLE SCHOOL,M,M,flat,up,flat,
900.0,1520.0,DURANGO 9R,3012.0,FLORIDA MESA ELEMENTARY SCHOOL,E,E,down,flat,flat,
901.0,1520.0,DURANGO 9R,3050.0,FORT LEWIS MESA ELEMENTARY SCHOOL,E,E,up,down,flat,
902.0,1520.0,DURANGO 9R,5888.0,MILLER MIDDLE SCHOOL,M,M,flat,flat,flat,
903.0,1520.0,DURANGO 9R,6222.0,NEEDHAM ELEMENTARY SCHOOL,E,E,flat,down,down,
904.0,1520.0,DURANGO 9R,6738.0,PARK ELEMENTARY SCHOOL,E,E,flat,down,flat,
905.0,1520.0,DURANGO 9R,7402.0,RIVERVIEW ELEMENTARY SCHOOL,E,E,flat,down,down,
906.0,1520.0,DURANGO 9R,8388.0,SUNNYSIDE ELEMENTARY SCHOOL,E,E,down,flat,flat,
